Page,Line,Phrase,Keyword,"Keyword Translation","Target Text","Target Modern","Target English","Target Comments","Gloss Text","Gloss English","Gloss Comments","Modern Speech","Modern Speech Comments","Audio Clip Name","Audio Start Time","Audio End Time","Video Clip Name","Video Start Time","Video End Time","Image Name",Speakers,Dialects,Semantics,Syntaxes,Stems,"Cognate Comments","Cognate Form","Cognate Translations","Cognate Sources","Cognate Languages"
5,17,1,,,Meearmeeār,myaamia,Miami,,[Miami],,,myaamia,,.mp3,,,.mp4,,,trowbridge_5.jpg,,,"tribe names",,,,,,,
5,17,2,,,Meemeeār,miimia,"pigeon, dove",,pigeon,,.,miimia,,.mp3,,,.mp4,,,trowbridge_5.jpg,,,birds,,"miimi- | Mourning dove (Zenaida marcroura) | n.an | ",,,,,
6,15,1,,,Wiiyoakēētonwee,waayokihtanwi,whirlpool,,whirlpool(?),,,,,.mp3,,,.mp4,,,trowbridge_6.jpg,,,,,,,,,,
7,1,1,,,Wiiyoakēētonwau,,,,"people from the village founded by Wiiyoakēētonwee",,,,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,,,,,,,,
7,2,1,,,Wiiyāūtonoa,waayaahtanwa,"Wea person",,Wea,,,,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"tribe names",,"waayaahtanw- | Wea person | n.an | ",,,,,
7,3,1,,,Wiiyautōnoakee,waayaahtanooki,"Weas; Wea people",,Weas,,,waayaahtanooki,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"tribe names",,"waayaahtanw- | Wea person | n.an | ",,,,,
7,7,1,,,Piiyūnkeshau,peeyankihšia,"Piankashaw; Piankashaw person",,Piankeshaw,,,peeyankihšia,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"tribe names",,"peeyankihši- | Piankashaw person | n.an | ",,,,,
7,8,2,,,Piiyunkeshaūkee,peeyankihšiaki,"Piankeshaws; Piankeshaw people",,Piankeshaws,,,peeyankihšiaki,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"tribe names",,"peeyankihši- | Piankashaw person | n.an | ",,,,,
7,10,1,,,Tshipkohkeeoāngee,aciipihkahkionki,"'root place'; Vincennes, IN",,"“literally “at the root”” / now known as Vincennes",,,aciipihkahkionki,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"place name",locative,,,,,,
7,12,1,,,Kohkōhkee,kaahkaahkia,Kaskaskia,,"people from Tshipkohkeeoānge, Kaskaskia",,,kaahkaahkia,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,"tribe names",,,,,,,
7,16,1,,,Maumawaazaūkee,,,,"Crying Children (?)",,,,,.mp3,,,.mp4,,,trowbridge_7.jpg,,,,,,,,,,
8,12,1,,,Waupeekomēēkee,waapikamiiki,"White River",,"White water",,,,,.mp3,,,.mp4,,,trowbridge_8.jpg,,,,,,,,,,
9,1,1,,,Usāānee,ahseni,"stone, rock",,[stone],,,ahseni,,.mp3,,,.mp4,,,trowbridge_9.jpg,,,mineral,,"ahsen- | Stone, rock | n.inan | ",,,,,
9,2,1,,,"Usāānee Seepēēwee","ahseni siipiiwi","Rock River",,"Rock river",,,"ahseni siipiiwi",,.mp3,,,.mp4,,,trowbridge_9.jpg,,,,,,,,,,
9,10,1,,,"Meeārmeear Wiikīīeegon",,,,"the Miami fort",,,,,.mp3,,,.mp4,,,trowbridge_9.jpg,,,,,,,,,,
10,2,1,,,Maumawaazaūkee,,,,,,,,,.mp3,,,.mp4,,,trowbridge_10.jpg,,,,,,,,,,
10,5,1,,,Waupungeeōāla,waapankiali,"swan (obviative)",,"White birds",,,waapankiali,,.mp3,,,.mp4,,,trowbridge_10.jpg,,,,,"waapanki- | Swan | n.an | ",,,,,
10,7,1,,,Misoaleeāūkee,mihsooliaki,"boat people, canoe people",,"Canoe people",,,,,.mp3,,,.mp4,,,trowbridge_10.jpg,,,,,"mihsool- | Boat, canoe | n.inan | ",,,,,
11,1,1,,,Kauwishēēkeeōāngee,kaawinšaahkionki,"""Miami name of Terra Haute, Indiana""",,"At the thorn",,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,,,,,,,,
11,4,1,,,Nemaatshisinwaangōāntshee,nimacihsinonkonci,"From the Mississinewa River",,,,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,,,"nimacihsin- | it lies on a slope, Mississinewa River | v.inan.intran | ",,,,,
11,4,2,,,Massissīneway,,,,,,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,,,,,,,,
11,6,1,,,"Nautoawēnsau Minōātaaningk","naatoweensa minooteeninki","at the village of Little Huron",,,,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,"place name",locative,,,,,,
11,7,1,,,Naudowessie,,,"This is in Ojibwe (cf. modern Nishnaabemwin Naadwesi 'Iroquois, Huron')","Huron’s Village",,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,,,,,,,,
11,8,1,,,"Shipōhkoa Minōātaaningk","mihšipakwa minooteeninki","at Leaf Village",,"Leaf’s town",,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,"place name",locative,,,,,,
11,10,1,,,"Mitoasāāneear Minōātaaningk","mihtohseenia minooteeninki","at the Indian Village",,"Indian’s town",,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,"place name",locative,,,,,,
11,15,1,,,Neepeekemekōāngee,kineepikomeekonki,"At the Eel, Eel Place (Name of Logansport, Indiana)","evidently missing a syllable off the front end of the word","Eel place, Little Turtle town",,,kineepikomeekonki,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,"place name",locative,"kineepikomeekw- | Eel (Anguilla rostrata) | n.an | 
kineepikw- | snake | initial
-ameekw | fish | n.final",,,,,
11,18,1,,,Massissineway,,,,,,,,,.mp3,,,.mp4,,,trowbridge_11.jpg,,,,,,,,,,
16,6,1,,,Pukemāugun,pakamaakani,"war club",,"war club",,,,,.mp3,,,.mp4,,,trowbridge_16.jpg,,,warfare,,,,,,,
23,8,1,,,Wiiyautōnoakee,waayaahtanooki,"Weas; Wea people",,Weeaus,Weas,,waayaahtanooki,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,"tribe names",,"waayaahtanw- | Wea person | n.an | ",,,,,
23,9,1,,,Piiyunkeshāukee,peeyankihšiaki,"Piankashaws; Piankashaw people",,Piankashaws,,,,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,"tribe names",,,,,,,
23,9,3,,,Kohkōhkee,kaahkaahkia,"Kaskaskias; Kaskaskia people",,Kaskaskias,,,,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,"tribe names",,,,,,,
23,10,2,,,Makooteeāukee,,,"cf. mahkoteewi 'prairie'","People of the Prairie",,,,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,,,,,,,,
23,11,1,,,Makōātawaa,mahkoteewi,prairie,,prairie,,,mahkoteewi,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,,,"mahkoteew- | Prairie | n.inan | ",,,,,
23,11,2,,,Kikepwāūkee,kiikaapwaki,"Kickapoos, Kickapoo people",,Kickapoos,,,kiikaapwaki,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,"tribe names",,,,,,,
23,13,1,,,Makoateeāukee,mahkoteewaki,"Prairie people","HL: Tribe name appears to be ambiguous between Kickapoo and Kaskasia","one of the Kickapoo tribes ... signifies a prairie",,,,,.mp3,,,.mp4,,,trowbridge_23.jpg,,,"tribe names",,,,,,,
25,7,1,,,Kōātawaa,kóteewi,fire,,fire,,,koteewi,,.mp3,,,.mp4,,,trowbridge_25.jpg,,,,,"koteew- | Fire | n.inan | ",,,,,
25,7,2,,,Makōātawaa,mahkoteewi,prairie,,prairie,,,mahkoteewi,,.mp3,,,.mp4,,,trowbridge_25.jpg,,,,,"mahkoteew- | Prairie | n.inan | ",,,,,
27,6,1,,,Kāūpeeau,kaapia,"chief's attendant",,,,,kaapia,,.mp3,,,.mp4,,,trowbridge_27.jpg,,,,,"kaapi- | Assistant to the chief, one who distributes goods | n.an | ",,,,,
35,10,1,,,Ukēēmaukweeāū,akimaahkwia,"Female chief, queen, woman chief",,"Woman Chief",,,akimaahkwia,,.mp3,,,.mp4,,,trowbridge_35.jpg,,,,,"akimaahkwi- | Female chief, leader | n.an | ",,,,,
38,1,1,,,Mashōākeeau,,,,"one of the five tribes of the Myaamia, sometimes called misheekinārkwau (mihšihkinaahkwa)",,,,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,,,,,,,,
38,2,1,,,Misheekinārkwau,mihšihkinaahkwa,"painted turtle, Little Turtle",,"Little turtle (tribe)",,,mihšihkinaahkwa,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"animals;tribe names",,"mihšihkinaahkw- | Painted terrapin turtle (Chrysemys spp.) | n.an | 
mehš- | big, great | initial
-ihkinaahkw | turtle | final",,,,,
38,2,2,,,Peewāūpeeau,piiwaapia,,"HL: I think this is a reference to the way snow looks sort of fuzzy when it's thawing","Thawing snow (tribe)",,,,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"tribe names",,,,,,,
38,3,1,,,Asēēpun,eehsipana,raccoon,,"Raccoon (tribe)",,,eehsipana,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"animals;tribe names",,"eehsipan- | Raccoon (Procyon lotor), Quarter Dollar | n.an | ",,,,,
38,3,2,,,Keelswau,kiilhswa,"sun, moon, month, clock",,"Moon (tribe)",,,kiilhswa,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"tribe names;astronomy",,,,,,,
38,4,1,,,Pelāāwau,pileewa,"turkey, chicken",,"Turkey (tribe)",,,pileewa,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"animals;tribe names",,"pileew- | Chicken (general term) | n.an | ",,,,,
38,6,1,,,Mashoakeeāūkee,,,,"Peewāūpeeau and Misheekinārkwau tribes (how they were denominated – they were originally the same)",,,,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,"tribe names",,,,,,,
38,8,1,,,Shōngisseau,šaankiihsia,,,"“Those from the air” – Asēēpun, Keelswau and Pelāāwau tribes",,,,,.mp3,,,.mp4,,,trowbridge_38.jpg,,,,,,,,,,
41,8,1,,,Kaupēēnauwee,,"medicine bag",,"medicine bag",,,,,.mp3,,,.mp4,,,trowbridge_41.jpg,,,health/medical;ritual,,,,,,,
41,14,1,,,Kaupeenauweeāūkee,kaapinawiaki,"medicine bags",,,,,,,.mp3,,,.mp4,,,trowbridge_41.jpg,,,ritual,,,,,,,
41,16,1,,,Waubenāūhkee,,,,"combination of all the medicine bags",,,,,.mp3,,,.mp4,,,trowbridge_41.jpg,,,,,,,,,,
43,12,1,,,Maamezhōmolon,,,,"“Those who are respected”",,,,,.mp3,,,.mp4,,,trowbridge_43.jpg,,,,,,,,,,
43,14,1,,,Maamezhomoaweeāūnaa,,,,"“Those who pay respect”",,,,,.mp3,,,.mp4,,,trowbridge_43.jpg,,,,,,,,,,
45,17,1,,,Paamōōseeau,peemohsia,"leader of a war party who carries the medicine bundle",,leader,,,peemohsia,,.mp3,,,.mp4,,,trowbridge_45.jpg,,,warfare,,,,,,,
46,14,1,,,Meetāāwau,miteewa,"medicine person",,,,,,,.mp3,,,.mp4,,,trowbridge_46.jpg,,,,,"miteew- | Medicine Person | n.an | ",,,,,
46,17,1,,,Meetaawāūkee,miteewaki,"Medicine people",,"Medecine men",,,miteewaki,,.mp3,,,.mp4,,,trowbridge_46.jpg,,,,,"miteew- | Medicine Person | n.an | ",,,,,
51,4,1,,,Monāātewau,manetoowa,manitou,,Monetoo,manitou,,manetoowa,,.mp3,,,.mp4,,,trowbridge_51.jpg,,,,,"manetoow- | Manitou | n.an | ",,,,,
56,7,1,,,"Pwaukāūnaa meehēndgee",ahpwaakana,,,"Pipe dance",,,,,.mp3,,,.mp4,,,trowbridge_56.jpg,,,ritual,,,,,,,
59,6,1,,,Upēēnii,apinayi,bed,,"bed (platform)",,,apinayi,,.mp3,,,.mp4,,,trowbridge_59.jpg,,,,,"apinay- | Bed | n.inan | ",,,,,
65,17,1,,,Paupāūseekwingee,,,,"discovery dance",,,,,.mp3,,,.mp4,,,trowbridge_65.jpg,,,,,,,,,,
68,19,1,,,Kaupeeāūkee,kaapiaki,"chief's attendant",,servants,,,kaapiaki,,.mp3,,,.mp4,,,trowbridge_68.jpg,,,,,"kaapi- | Assistant to the chief, one who distributes goods | n.an | ",,,,,
72,14,1,,,Kinōāzhaa,kinoošia,pike,,"The Pike",,,kinoošia,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,animals,,,,,,,
72,14,2,,,Oamākwau,amehkwa,beaver,,"The Beaver",,,amehkwa,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,animals,,"amehkw- | Beaver (Castor canadensis), dollar | n.an | ",,,,,
72,15,1,,,Maatsheekileeārtar,meehcikilita,"s/he is big bodied",,"The large Beaver",,,meehcikilita,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,,,,,,,,
72,15,2,,,Pīzheewau,pinšiwa,cat,,"The Cat",,,pinšiwa,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,animals,,"pinšiw- | Cat | n.an | ",,,,,
72,16,1,,,Sukēēmeear,sakimia,mosquito,,"The Musquitoe",,,sakimia,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,insect,,"sakimi- | Mosquito (Culiseta longiareolata) | n.an | ",,,,,
72,16,2,,,Waupeelautēēkweeau,,,"HL: head final -ihkwee?","The yellow head",,,,,.mp3,,,.mp4,,,trowbridge_72.jpg,,,,,,,,,,
95,11,1,,,Milōākarmik,meeloohkamiki,"it is spring",,Spring,,,meeloohkamiki,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,"miloohkami- | It is spring | v.inan.intran | ",,,,,
95,12,1,,,Neepēēnoangk,niipinonki,"last summer",,Summer,,,niipinonki,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,locative,,,,,,
95,12,2,,,Tukwāūkoangk,takwaakonki,"last autumn, last fall",,Autumn,,,takwaakonki,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,locative,"takwaakonki | last autumn, fall | adv | ",,,,,
95,13,1,,,Poapōānoangk,pipoononki,"last winter",,Winter,,,pipoononki,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,locative,,,,,,
95,16,1,,,Tshetshākoa,cecaahkwa,"sandhill crane",,May,,,cecaahkwa,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
95,16,2,,,Kēēlswau,,,,Moon,,,,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
95,17,1,,,Oakōāweear,,,,June,,,,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
95,18,1,,,Utshetshēēkutaa,,,,July,,,,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
95,18,2,,,Utsheketōmingk,,,,,,,,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
95,19,1,,,Kēēshingwaa,,,,August,,,,,.mp3,,,.mp4,,,trowbridge_95.jpg,,,,,,,,,,
96,1,1,,,Mishēēweear,,,,September,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,2,1,,,Shaushekiioalyār,,,,October,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,3,1,,,Keeyōōleear,,,,November,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,4,1,,,Yaupēnsau,,December,,December,December,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,5,1,,,Iiyāūpeeaii,,,,January,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,6,1,,,Mukwāū,,,,February,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,7,1,,,Muhkōānse,,,,March,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,8,1,,,Ōntekwe,,,,April,,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
96,14,1,,,N’kikelīndasoa,,,,"“I don’t know” or “I don’t remember”",,,,,.mp3,,,.mp4,,,trowbridge_96.jpg,,,,,,,,,,
99,15,1,,,Sansawīngee,,,,Bowls,,,,,.mp3,,,.mp4,,,trowbridge_99.jpg,,,,,,,,,,
99,18,1,,,Pekitarhunār,,,,"“stick used in playing the
 Indian game of ball”",,,,,.mp3,,,.mp4,,,trowbridge_99.jpg,,,,,,,,,,
102,18,1,,,Mehtshīngweear,,,,Wizzards,,,,,.mp3,,,.mp4,,,trowbridge_102.jpg,,,,,,,,,,
108,9,1,,,Monaatewāūkee,,,,Spirits,,,,,.mp3,,,.mp4,,,trowbridge_108.jpg,,,,,,,,,,
109,12,1,,,Tonēēseetsh,,,,certainly,,,,,.mp3,,,.mp4,,,trowbridge_109.jpg,,,,,,,,,,
113,18,1,,,Waupēēngwoatar,waapiinkwaata,berdache,,"White face",,,waapiinkwaata,,.mp3,,,.mp4,,,trowbridge_113.jpg,,,,,,,,,,
116,12,1,,,Mutāāwau,,,,,,,,,.mp3,,,.mp4,,,trowbridge_116.jpg,,,,,,,,,,
116,14,1,,,Mungēēshee,,,,medecine,,,,,.mp3,,,.mp4,,,trowbridge_116.jpg,,,,,,,,,,
122,13,1,,,momaukēēseeau,mamahkiihsia,toad,,"the Toad",,,mamahkiihsia,,.mp3,,,.mp4,,,trowbridge_122.jpg,,,animals,,"mamahkiihsi- | toad | n.an | ",,,,,
123,15,1,,,Tshaukōāseesee,,,,,,,,,.mp3,,,.mp4,,,trowbridge_123.jpg,,,,,,,,,,
124,9,1,,,Misaalārtshar,,,,,,,,,.mp3,,,.mp4,,,trowbridge_124.jpg,,,,,,,,,,
127,11,1,,,Noazēēkonee,,,,"Sweat houses",,,,,.mp3,,,.mp4,,,trowbridge_127.jpg,,,,,,,,,,
130,19,1,,,Wisaukaukāūtshe,,,,"Cold feet",,,,,.mp3,,,.mp4,,,trowbridge_130.jpg,,,"body parts;temperature",,,,,,,
131,1,1,,,Maumawaazāūkee,,,,,,,,,.mp3,,,.mp4,,,trowbridge_131.jpg,,,,,,,,,,
132,19,1,,,"Kwēēweesha Monaatwāūkee",,,,"Little boy monetoos",,,,,.mp3,,,.mp4,,,trowbridge_132.jpg,,,,,,,,,,
133,2,1,,,Tshingwiizāūkee,,,,"Young thunder spirits",,,,,.mp3,,,.mp4,,,trowbridge_133.jpg,,,,,,,,,,
134,5,1,,,Shongiseeāūkee,,,,,,,,,.mp3,,,.mp4,,,trowbridge_134.jpg,,,,,,,,,,
137,2,1,,,"Shāūwonoakūnkee nāāmingk",,,,"The Shawnee dance
 Shāūwonoa kūnkee – in Shawnee
 nāāmingk – to dance",,,,,.mp3,,,.mp4,,,trowbridge_137.jpg,,,,,,,,,,
138,3,1,,,Tshiswāānarkee,,,,"(no translation – “a dance common to the nation and
 originating among them”)",,,,,.mp3,,,.mp4,,,trowbridge_138.jpg,,,,,,,,,,
139,1,1,,,Ulaanāūzwaunaukee,,,,"The Buffalo dance",,,,,.mp3,,,.mp4,,,trowbridge_139.jpg,,,,,,,,,,
139,11,1,,,Māāndwingee,,,,"Let us beg. The begging dance",,,,,.mp3,,,.mp4,,,trowbridge_139.jpg,,,,,,,,,,
139,17,1,,,Sannsawīngee,,,,"Bowl game",,,,,.mp3,,,.mp4,,,trowbridge_139.jpg,,,,,,,,,,
140,11,1,,,"Mukisīinee aayōāngee mekīndingk",,,,"The Moccasin game
 Mukisīinee – Moccasin aayōāngee – to use it
 mekīndingk – to play",,,,,.mp3,,,.mp4,,,trowbridge_140.jpg,,,,,,,,,,
141,10,1,,,Mindēēkwau,,,,"the Owl",,,,,.mp3,,,.mp4,,,trowbridge_141.jpg,,,,,,,,,,
141,11,1,,,Shoakwauwuloakāūnee,,,,"The rolling game",,,,,.mp3,,,.mp4,,,trowbridge_141.jpg,,,,,,,,,,
142,1,1,,,Paapāāshulawunar,,,,"(no translation)",,,,,.mp3,,,.mp4,,,trowbridge_142.jpg,,,,,,,,,,
142,5,1,,,Paapaamootekutāūwee,,,,"(no translation, but he says it is another shooting game, like Paapāāshulawunar)",,,,,.mp3,,,.mp4,,,trowbridge_142.jpg,,,,,,,,,,
142,9,1,,,Maamaaskaukutāūwee,,,,"(no translation, but played with the bow)",,,,,.mp3,,,.mp4,,,trowbridge_142.jpg,,,,,,,,,,
142,13,1,,,"Pekitehūnar Pukwāūhkoan",,,,"The Indian game of ball",,,,,.mp3,,,.mp4,,,trowbridge_142.jpg,,,,,,,,,,
143,15,1,,,"Mausunaukāūnee Mekīndingk",,,,"Cards
 Mausunaukāūnee – paper
 Mekīndingk – to play",,,,,.mp3,,,.mp4,,,trowbridge_143.jpg,,,,,,,,,,
144,1,1,,,Marmeeshauhkwāūhunar,,,,mark,,,,,.mp3,,,.mp4,,,trowbridge_144.jpg,,,,,,,,,,
144,4,1,,,Pekitārhunar,,,,"Ball stick",,,,,.mp3,,,.mp4,,,trowbridge_144.jpg,,,,,,,,,,
144,8,1,,,"Shoakwāūhkeenau Shingaukekāūnekee",,,,"(no translation, “this game is played upon the ice”)",,,,,.mp3,,,.mp4,,,trowbridge_144.jpg,,,,,,,,,,
145,16,1,,,Shingaukekāūnee,,,,bow,,,,,.mp3,,,.mp4,,,trowbridge_145.jpg,,,,,,,,,,
146,6,1,,,Shopekenāūminkee,,,,"(no translation, “a game played with a hundred
 pieces of small reed or cane, about one foot in length”)",,,,,.mp3,,,.mp4,,,trowbridge_146.jpg,,,,,,,,,,
147,11,1,,,Paneekēē,,,,"Wild potato",,,,,.mp3,,,.mp4,,,trowbridge_147.jpg,,,,,,,,,,
148,1,1,,,Mukōāpineek,,,,"The root of the pond Lily",,,,,.mp3,,,.mp4,,,trowbridge_148.jpg,,,,,,,,,,
148,17,1,,,Poakshikwileeārkee,,,,"The hollow root",,,,,.mp3,,,.mp4,,,trowbridge_148.jpg,,,,,,,,,,
149,3,1,,,Keeshikeehāūkee,,,,"The root of a small plant growing in the dry prairies",,,,,.mp3,,,.mp4,,,trowbridge_149.jpg,,,,,,,,,,
149,7,1,,,Waupeepaanēēkee,,,,"“The root and stem resemble those of the onion”",,,,,.mp3,,,.mp4,,,trowbridge_149.jpg,,,,,,,,,,
149,11,1,,,Waupeesēēpina,,,,"White potato",,,,,.mp3,,,.mp4,,,trowbridge_149.jpg,,,,,,,,,,
154,1,1,,,"Tshingwiizāūkee Monaatewāūkee",,,,"The young thunder spirits
 Tshingwiizāūkee – young thunders",,,,,.mp3,,,.mp4,,,trowbridge_154.jpg,,,,,,,,,,
154,5,1,,,Monāātwau,,,,,,,,,.mp3,,,.mp4,,,trowbridge_154.jpg,,,,,,,,,,
155,19,1,,,Tshingwīīzau,,,,,,,,,.mp3,,,.mp4,,,trowbridge_155.jpg,,,,,,,,,,
157,5,1,,,Tshingwiizan,,,,"large bird",,,,,.mp3,,,.mp4,,,trowbridge_157.jpg,,,,,,,,,,
157,6,1,,,Tshīngweeau,,,,"large bird",,,,,.mp3,,,.mp4,,,trowbridge_157.jpg,,,,,,,,,,
158,1,1,,,"Kikepwāūkee totshemunamāāoo",,,,,,,,,.mp3,,,.mp4,,,trowbridge_158.jpg,,,,,,,,,,
161,7,1,,,"Wiiyāūtonoa totshemūnamaoo",,,,,,,,,.mp3,,,.mp4,,,trowbridge_161.jpg,,,,,,,,,,
162,6,1,,,monetoowāūkee,,,,,,,,,.mp3,,,.mp4,,,trowbridge_162.jpg,,,,,,,,,,
164,19,1,,,N’kikelīnda,,,,"I know (?)",,,,,.mp3,,,.mp4,,,trowbridge_164.jpg,,,,,,,,,,
164,19,2,,,Moatsh,,,,No-,,,,,.mp3,,,.mp4,,,trowbridge_164.jpg,,,,,,,,,,
170,16,1,,,"Kaukaumeeōāngee
 or
 Keekaukaumeeōāngee",,,,"“At the strait”
 Detroit",,,,,.mp3,,,.mp4,,,trowbridge_170.jpg,,,,,,,,,,
170,18,1,,,Keekaukaumēēkee,,,,"The river between two lakes",,,,,.mp3,,,.mp4,,,trowbridge_170.jpg,,,,,,,,,,
170,18,2,,,Kitshēēkaumee,,,,lake,,,,,.mp3,,,.mp4,,,trowbridge_170.jpg,,,,,,,,,,
170,19,1,,,Ōāngee,,,,"(prepositional termination)",,,,,.mp3,,,.mp4,,,trowbridge_170.jpg,,,,,,,,,,
171,4,1,,,"Awaandeeōānee Tauwāūne",,,,"a peace tree",,,,,.mp3,,,.mp4,,,trowbridge_171.jpg,,,,,,,,,,
173,4,1,,,pau,,,,"(past tense marker)",,,,,.mp3,,,.mp4,,,trowbridge_173.jpg,,,,,,,,,,
173,4,2,,,kart,,,,"(future tense marker)",,,,,.mp3,,,.mp4,,,trowbridge_173.jpg,,,,,,,,,,
175,8,1,,,Eehyē,,,,Yes,,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,9,1,,,Pāāhkee,,,,Very,,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,9,2,,,Ēhkwau,,,,Yet,,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,9,3,,,Mitōhkee,,,,Below,,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,9,4,,,Nēēuhkwaa,,,,Since,,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,10,1,,,Aalemōhkeewaa,,,,"The coming time",,,,,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
175,10,2,,,Iieehkwāātoneekwaa,"aayiihkwe taanaahkwi",eternally,,"Eternally, forever",,,"aayiihkwe taanaahkwi",,.mp3,,,.mp4,,,trowbridge_175.jpg,,,,,,,,,,
176,3,1,,,Sanngsawīngee,seenseewinki,"one plays the plum-stone game",,,,,seenseewinki,,.mp3,,,.mp4,,,trowbridge_176.jpg,,,,,"seenseewi- | Play plum stone | v.an.intran | ",,,,,
177,2,1,,,Ulaaneeārseemwau,,,,Male,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,2,2,,,Ulāāneeau,,,,Man,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,4,1,,,Kwaasēēmoa,,,,Female,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,5,1,,,Omāhkwau,,,,Beaver,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,5,2,,,"Ulaaneeārseemwau Omāhkwau",,,,"Male B.",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,6,1,,,"Kwaasēēmoa Omāhkwau",,,,"Female B.",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,7,1,,,Kinoahshāūmeeau,,,,Otter,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,7,2,,,"Ulaaneeārseemwau Kinoahshāūmeeau",,,,"Male (otter)",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,8,1,,,"Kwaasēēmoa Kinoahshāūmeeau",,,,"Female (otter)",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,9,1,,,Tipāūseeau,,,,Goose,,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,9,2,,,"Ulaaneeārseemwau Tipāūseeau",,,,"Male (goose)",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
177,10,1,,,"Kwaasēēmoa Tipāūseeau",,,,"Female (goose)",,,,,.mp3,,,.mp4,,,trowbridge_177.jpg,,,,,,,,,,
